N,impl,run_index,time_s,gflops
700,cupy_fp32,23,3.514680e-04,1.951814e+03
700,cupy_fp64,23,7.405977e-03,9.262789e+01
700,c,23,8.423310e-01,8.144067e-01
700,python,24,2.352581e+01,2.915947e-02
700,numpy,24,4.859469e-03,1.411677e+02
700,scipy,24,4.230189e-02,1.621677e+01
700,cupy_fp32,24,3.871040e-04,1.772134e+03
700,cupy_fp64,24,7.407350e-03,9.261072e+01
700,c,24,8.384685e-01,8.181584e-01
700,python,25,2.340227e+01,2.931340e-02
700,numpy,25,7.183861e-03,9.549183e+01
700,scipy,25,1.554067e-02,4.414224e+01
700,cupy_fp32,25,3.544070e-04,1.935628e+03
700,cupy_fp64,25,7.425435e-03,9.238516e+01
700,c,25,8.365343e-01,8.200501e-01
700,python,26,2.397314e+01,2.861536e-02
700,numpy,26,4.082124e-03,1.680498e+02
700,scipy,26,2.545457e-02,2.694998e+01
700,cupy_fp32,26,3.896760e-04,1.760437e+03
700,cupy_fp64,26,7.411202e-03,9.256258e+01
700,c,26,8.503639e-01,8.067134e-01
700,python,27,2.365688e+01,2.899791e-02
700,numpy,27,4.005310e-03,1.712726e+02
700,scipy,27,1.714230e-02,4.001797e+01
700,cupy_fp32,27,3.509850e-04,1.954499e+03
700,cupy_fp64,27,7.412511e-03,9.254624e+01
700,c,27,8.561234e-01,8.012863e-01
700,python,28,2.445735e+01,2.804883e-02
700,numpy,28,3.946830e-03,1.738104e+02
700,scipy,28,3.428015e-02,2.001158e+01
700,cupy_fp32,28,3.512690e-04,1.952919e+03
700,cupy_fp64,28,7.408855e-03,9.259191e+01
700,c,28,8.486314e-01,8.083603e-01
700,python,29,2.344468e+01,2.926038e-02
700,numpy,29,4.004699e-03,1.712988e+02
700,scipy,29,4.600863e-02,1.491025e+01
700,cupy_fp32,29,3.506510e-04,1.956361e+03
700,cupy_fp64,29,7.415137e-03,9.251346e+01
700,c,29,8.324970e-01,8.240270e-01
800,python,0,3.536275e+01,2.895702e-02
800,numpy,0,5.684342e-03,1.801440e+02
800,scipy,0,3.891171e-02,2.631599e+01
800,cupy_fp32,0,4.409910e-04,2.322043e+03
800,cupy_fp64,0,1.049545e-02,9.756607e+01
800,c,0,1.301874e+00,7.865586e-01
800,python,1,3.502878e+01,2.923311e-02
800,numpy,1,6.390266e-03,1.602437e+02
800,scipy,1,5.794893e-02,1.767073e+01
800,cupy_fp32,1,4.495620e-04,2.277773e+03
800,cupy_fp64,1,1.038132e-02,9.863866e+01
800,c,1,1.271629e+00,8.052665e-01
800,python,2,3.401852e+01,3.010125e-02
800,numpy,2,5.641470e-03,1.815130e+02
800,scipy,2,7.935984e-02,1.290325e+01
800,cupy_fp32,2,4.431410e-04,2.310777e+03
800,cupy_fp64,2,1.034018e-02,9.903118e+01
800,c,2,1.225049e+00,8.358849e-01
800,python,3,3.619112e+01,2.829423e-02
800,numpy,3,6.126067e-03,1.671546e+02
800,scipy,3,2.691516e-02,3.804547e+01
800,cupy_fp32,3,4.408330e-04,2.322875e+03
800,cupy_fp64,3,1.299779e-02,7.878261e+01
800,c,3,1.248598e+00,8.201197e-01
800,python,4,3.619743e+01,2.828930e-02
800,numpy,4,6.364415e-03,1.608946e+02
800,scipy,4,2.716010e-02,3.770237e+01
800,cupy_fp32,4,4.471410e-04,2.290105e+03
800,cupy_fp64,4,1.179573e-02,8.681105e+01
800,c,4,1.272870e+00,8.044811e-01
800,python,5,3.477543e+01,2.944608e-02
800,numpy,5,5.709645e-03,1.793457e+02
800,scipy,5,6.604312e-02,1.550502e+01
800,cupy_fp32,5,4.785180e-04,2.139940e+03
800,cupy_fp64,5,1.038931e-02,9.856283e+01
800,c,5,1.245510e+00,8.221530e-01
800,python,6,3.441741e+01,2.975238e-02
800,numpy,6,5.803595e-03,1.764424e+02
800,scipy,6,5.684132e-02,1.801506e+01
800,cupy_fp32,6,4.400200e-04,2.327167e+03
800,cupy_fp64,6,1.034937e-02,9.894323e+01
800,c,6,1.227537e+00,8.341906e-01
800,python,7,3.401791e+01,3.010179e-02
800,numpy,7,1.282510e-02,7.984346e+01
800,scipy,7,3.576735e-02,2.862946e+01
800,cupy_fp32,7,4.458150e-04,2.296917e+03
800,cupy_fp64,7,1.404437e-02,7.291179e+01
800,c,7,1.321475e+00,7.748919e-01
800,python,8,3.422761e+01,2.991737e-02
800,numpy,8,1.015534e-02,1.008337e+02
800,scipy,8,5.593808e-02,1.830596e+01
800,cupy_fp32,8,4.414200e-04,2.319786e+03
800,cupy_fp64,8,1.035296e-02,9.890895e+01
800,c,8,1.287796e+00,7.951571e-01
800,python,9,3.311329e+01,3.092414e-02
800,numpy,9,5.999334e-03,1.706856e+02
800,scipy,9,3.383039e-02,3.026865e+01
800,cupy_fp32,9,4.449420e-04,2.301424e+03
800,cupy_fp64,9,1.036305e-02,9.881260e+01
800,c,9,1.295597e+00,7.903695e-01
800,python,10,3.339964e+01,3.065901e-02
800,numpy,10,6.205640e-03,1.650112e+02
800,scipy,10,4.298124e-02,2.382435e+01
800,cupy_fp32,10,4.457310e-04,2.297350e+03
800,cupy_fp64,10,1.399781e-02,7.315431e+01
800,c,10,1.366843e+00,7.491718e-01
800,python,11,3.536360e+01,2.895632e-02
800,numpy,11,5.698903e-03,1.796837e+02
800,scipy,11,3.653822e-02,2.802545e+01
800,cupy_fp32,11,4.793480e-04,2.136235e+03
800,cupy_fp64,11,1.222750e-02,8.374563e+01
800,c,11,1.311422e+00,7.808321e-01
800,python,12,3.323876e+01,3.080741e-02
800,numpy,12,6.557773e-03,1.561506e+02
800,scipy,12,3.770758e-02,2.715634e+01
800,cupy_fp32,12,4.464090e-04,2.293861e+03
800,cupy_fp64,12,1.183592e-02,8.651634e+01
800,c,12,1.247331e+00,8.209529e-01
800,python,13,3.388332e+01,3.022136e-02
800,numpy,13,5.770072e-03,1.774675e+02
800,scipy,13,7.288419e-02,1.404969e+01
800,cupy_fp32,13,4.574670e-04,2.238413e+03
800,cupy_fp64,13,1.038600e-02,9.859430e+01
800,c,13,1.235146e+00,8.290515e-01
800,python,14,3.464200e+01,2.955950e-02
800,numpy,14,5.626813e-03,1.819858e+02
800,scipy,14,5.751908e-02,1.780279e+01
800,cupy_fp32,14,4.465830e-04,2.292967e+03
800,cupy_fp64,14,1.034759e-02,9.896029e+01
800,c,14,1.248161e+00,8.204071e-01
800,python,15,3.313504e+01,3.090384e-02
800,numpy,15,5.779072e-03,1.771911e+02
800,scipy,15,9.943965e-02,1.029770e+01
800,cupy_fp32,15,4.390660e-04,2.332223e+03
800,cupy_fp64,15,1.036433e-02,9.880038e+01
800,c,15,1.219283e+00,8.398381e-01
800,python,16,3.418676e+01,2.995312e-02
800,numpy,16,8.540967e-03,1.198927e+02
800,scipy,16,5.327813e-02,1.921989e+01
800,cupy_fp32,16,4.406720e-04,2.323724e+03
800,cupy_fp64,16,1.035142e-02,9.892364e+01
800,c,16,1.241133e+00,8.250525e-01
800,python,17,3.308699e+01,3.094872e-02
800,numpy,17,5.618547e-03,1.822535e+02
800,scipy,17,5.784521e-02,1.770242e+01
800,cupy_fp32,17,4.763790e-04,2.149549e+03
800,cupy_fp64,17,1.145401e-02,8.940097e+01
800,c,17,1.226268e+00,8.350541e-01
800,python,18,3.445996e+01,2.971564e-02
800,numpy,18,8.770628e-03,1.167533e+02
800,scipy,18,7.569783e-02,1.352747e+01
800,cupy_fp32,18,4.473010e-04,2.289286e+03
800,cupy_fp64,18,1.034803e-02,9.895602e+01
800,c,18,1.272434e+00,8.047566e-01
800,python,19,3.377215e+01,3.032084e-02
800,numpy,19,5.615556e-03,1.823506e+02
800,scipy,19,3.873629e-02,2.643516e+01
800,cupy_fp32,19,4.398930e-04,2.327839e+03
800,cupy_fp64,19,1.035647e-02,9.887535e+01
800,c,19,1.280452e+00,7.997177e-01
800,python,20,3.375276e+01,3.033826e-02
800,numpy,20,5.693216e-03,1.798632e+02
800,scipy,20,2.507312e-02,4.084055e+01
800,cupy_fp32,20,4.423220e-04,2.315056e+03
800,cupy_fp64,20,1.037374e-02,9.871075e+01
800,c,20,1.291648e+00,7.927855e-01
800,python,21,3.325680e+01,3.079070e-02
800,numpy,21,6.011668e-03,1.703354e+02
800,scipy,21,6.121074e-02,1.672909e+01
800,cupy_fp32,21,4.432270e-04,2.310329e+03
800,cupy_fp64,21,1.036429e-02,9.880074e+01
800,c,21,1.223548e+00,8.369104e-01
800,python,22,3.341225e+01,3.064745e-02
800,numpy,22,6.507690e-03,1.573523e+02
800,scipy,22,4.742431e-02,2.159230e+01
800,cupy_fp32,22,4.612990e-04,2.219818e+03
800,cupy_fp64,22,1.034414e-02,9.899328e+01
800,c,22,1.221606e+00,8.382411e-01
800,python,23,3.365993e+01,3.042193e-02
800,numpy,23,5.729429e-03,1.787264e+02
800,scipy,23,3.828624e-02,2.674590e+01
800,cupy_fp32,23,4.451030e-04,2.300591e+03
800,cupy_fp64,23,1.034398e-02,9.899483e+01
800,c,23,1.236756e+00,8.279725e-01
800,python,24,3.315586e+01,3.088444e-02
800,numpy,24,5.578597e-03,1.835587e+02
800,scipy,24,6.195210e-02,1.652890e+01
800,cupy_fp32,24,4.548130e-04,2.251475e+03
800,cupy_fp64,24,1.040793e-02,9.838652e+01
800,c,24,1.248368e+00,8.202707e-01
800,python,25,3.277930e+01,3.123923e-02
800,numpy,25,5.698556e-03,1.796946e+02
800,scipy,25,3.792900e-02,2.699781e+01
800,cupy_fp32,25,4.483850e-04,2.283752e+03
800,cupy_fp64,25,1.035583e-02,9.888148e+01
800,c,25,1.255458e+00,8.156386e-01
800,python,26,3.298486e+01,3.104454e-02
800,numpy,26,5.880007e-03,1.741495e+02
800,scipy,26,3.569986e-02,2.868359e+01
800,cupy_fp32,26,4.484840e-04,2.283248e+03
800,cupy_fp64,26,1.099840e-02,9.310449e+01
800,c,26,1.277868e+00,8.013348e-01
800,python,27,3.313822e+01,3.090087e-02
800,numpy,27,6.296930e-03,1.626189e+02
800,scipy,27,6.602644e-02,1.550894e+01
800,cupy_fp32,27,4.469360e-04,2.291156e+03
800,cupy_fp64,27,1.037399e-02,9.870841e+01
800,c,27,1.269898e+00,8.063637e-01
800,python,28,3.377958e+01,3.031417e-02
800,numpy,28,5.972696e-03,1.714469e+02
800,scipy,28,6.418073e-02,1.595494e+01
800,cupy_fp32,28,4.438720e-04,2.306971e+03
800,cupy_fp64,28,1.034068e-02,9.902634e+01
800,c,28,1.300423e+00,7.874359e-01
800,python,29,3.346963e+01,3.059490e-02
800,numpy,29,5.801498e-03,1.765061e+02
800,scipy,29,3.070354e-02,3.335121e+01
800,cupy_fp32,29,4.943850e-04,2.071260e+03
800,cupy_fp64,29,1.399835e-02,7.315148e+01
800,c,29,1.293162e+00,7.918577e-01
900,python,0,4.937708e+01,2.952787e-02
900,numpy,0,8.176915e-03,1.783069e+02
900,scipy,0,4.152236e-02,3.511361e+01
900,cupy_fp32,0,5.705520e-04,2.555420e+03
900,cupy_fp64,0,1.668820e-02,8.736712e+01
900,c,0,2.115291e+00,6.892667e-01
900,python,1,4.859516e+01,3.000299e-02
900,numpy,1,8.821438e-03,1.652792e+02
900,scipy,1,3.517721e-02,4.144729e+01
900,cupy_fp32,1,5.569050e-04,2.618041e+03
900,cupy_fp64,1,1.699665e-02,8.578163e+01
900,c,1,2.159444e+00,6.751738e-01
900,python,2,4.846594e+01,3.008298e-02
900,numpy,2,7.837492e-03,1.860289e+02
900,scipy,2,3.016294e-02,4.833746e+01
900,cupy_fp32,2,5.946380e-04,2.451912e+03
900,cupy_fp64,2,1.647097e-02,8.851936e+01
900,c,2,2.222228e+00,6.560982e-01
900,python,3,4.970213e+01,2.933476e-02
900,numpy,3,9.548974e-03,1.526866e+02
900,scipy,3,2.457290e-02,5.933366e+01
900,cupy_fp32,3,5.579770e-04,2.613011e+03
900,cupy_fp64,3,1.647956e-02,8.847326e+01
900,c,3,2.043467e+00,7.134934e-01
900,python,4,4.842506e+01,3.010838e-02
900,numpy,4,9.362756e-03,1.557234e+02
900,scipy,4,5.171902e-02,2.819079e+01
900,cupy_fp32,4,5.557870e-04,2.623307e+03
900,cupy_fp64,4,2.207643e-02,6.604329e+01
900,c,4,2.148520e+00,6.786066e-01
900,python,5,4.873061e+01,2.991959e-02
900,numpy,5,1.010021e-02,1.443534e+02
900,scipy,5,5.816554e-02,2.506639e+01
900,cupy_fp32,5,5.481540e-04,2.659836e+03
900,cupy_fp64,5,1.646770e-02,8.853697e+01
900,c,5,2.138468e+00,6.817966e-01
900,python,6,4.867711e+01,2.995248e-02
900,numpy,6,1.708089e-02,8.535855e+01
900,scipy,6,7.366712e-02,1.979173e+01
900,cupy_fp32,6,5.485730e-04,2.657805e+03
900,cupy_fp64,6,1.650219e-02,8.835193e+01
900,c,6,2.075966e+00,7.023237e-01
900,python,7,4.777790e+01,3.051620e-02
900,numpy,7,8.804919e-03,1.655893e+02
900,scipy,7,3.779919e-02,3.857225e+01
900,cupy_fp32,7,5.562490e-04,2.621128e+03
900,cupy_fp64,7,1.648668e-02,8.843504e+01
900,c,7,2.026846e+00,7.193444e-01
900,python,8,4.845375e+01,3.009055e-02
900,numpy,8,8.004992e-03,1.821363e+02
900,scipy,8,5.143524e-02,2.834632e+01
900,cupy_fp32,8,5.527700e-04,2.637625e+03
900,cupy_fp64,8,1.646571e-02,8.854767e+01
900,c,8,2.002308e+00,7.281596e-01
900,python,9,4.783664e+01,3.047873e-02
900,numpy,9,8.515255e-03,1.712221e+02
900,scipy,9,4.485710e-02,3.250322e+01
900,cupy_fp32,9,5.549560e-04,2.627235e+03
900,cupy_fp64,9,1.646622e-02,8.854490e+01
900,c,9,2.189474e+00,6.659134e-01
900,python,10,4.919147e+01,2.963929e-02
900,numpy,10,1.742397e-02,8.367781e+01
900,scipy,10,4.737632e-02,3.077487e+01
900,cupy_fp32,10,5.567110e-04,2.618953e+03
900,cupy_fp64,10,2.007315e-02,7.263435e+01
900,c,10,2.126389e+00,6.856693e-01
900,python,11,4.809562e+01,3.031461e-02
900,numpy,11,7.806057e-03,1.867780e+02
900,scipy,11,4.841713e-02,3.011331e+01
900,cupy_fp32,11,5.827110e-04,2.502098e+03
900,cupy_fp64,11,1.646587e-02,8.854677e+01
900,c,11,2.099044e+00,6.946019e-01
900,python,12,4.927250e+01,2.959054e-02
900,numpy,12,8.512520e-03,1.712771e+02
900,scipy,12,5.188568e-02,2.810024e+01
900,cupy_fp32,12,5.552640e-04,2.625778e+03
900,cupy_fp64,12,1.788982e-02,8.149888e+01
900,c,12,1.974124e+00,7.385554e-01
900,python,13,4.831228e+01,3.017866e-02
900,numpy,13,8.389920e-03,1.737800e+02
900,scipy,13,5.002863e-02,2.914331e+01
900,cupy_fp32,13,5.527450e-04,2.637744e+03
900,cupy_fp64,13,1.647285e-02,8.850927e+01
900,c,13,1.989697e+00,7.327748e-01
900,python,14,4.785994e+01,3.046389e-02
900,numpy,14,7.807988e-03,1.867318e+02
900,scipy,14,3.429596e-02,4.251229e+01
900,cupy_fp32,14,5.543930e-04,2.629903e+03
900,cupy_fp64,14,1.645992e-02,8.857879e+01
900,c,14,2.112034e+00,6.903299e-01
900,python,15,4.766262e+01,3.059001e-02
900,numpy,15,8.393918e-03,1.736972e+02
900,scipy,15,7.990960e-02,1.824562e+01
900,cupy_fp32,15,5.675150e-04,2.569095e+03
900,cupy_fp64,15,1.645676e-02,8.859579e+01
900,c,15,2.007771e+00,7.261785e-01
900,python,16,4.828692e+01,3.019451e-02
900,numpy,16,8.473414e-03,1.720676e+02
900,scipy,16,3.875011e-02,3.762570e+01
900,cupy_fp32,16,5.565730e-04,2.619602e+03
900,cupy_fp64,16,1.645849e-02,8.858648e+01
900,c,16,2.061033e+00,7.074123e-01
900,python,17,4.790165e+01,3.043737e-02
900,numpy,17,7.830166e-03,1.862029e+02
900,scipy,17,3.001037e-02,4.858320e+01
900,cupy_fp32,17,5.497700e-04,2.652018e+03
900,cupy_fp64,17,1.909607e-02,7.635080e+01
900,c,17,2.011080e+00,7.249837e-01
900,python,18,4.710886e+01,3.094959e-02
900,numpy,18,8.130327e-03,1.793286e+02
900,scipy,18,4.517497e-02,3.227451e+01
900,cupy_fp32,18,5.554800e-04,2.624757e+03
900,cupy_fp64,18,1.651160e-02,8.830157e+01
900,c,18,2.153249e+00,6.771163e-01
900,python,19,4.795129e+01,3.040586e-02
900,numpy,19,7.907237e-03,1.843880e+02
900,scipy,19,1.012180e-01,1.440455e+01
900,cupy_fp32,19,5.628290e-04,2.590485e+03
900,cupy_fp64,19,1.651903e-02,8.826186e+01
900,c,19,2.227404e+00,6.545738e-01
900,python,20,4.801126e+01,3.036788e-02
900,numpy,20,8.235209e-03,1.770447e+02
900,scipy,20,5.873440e-02,2.482361e+01
900,cupy_fp32,20,5.583710e-04,2.611167e+03
900,cupy_fp64,20,1.647423e-02,8.850187e+01
900,c,20,2.034497e+00,7.166391e-01
900,python,21,4.692175e+01,3.107301e-02
900,numpy,21,1.723460e-02,8.459725e+01
900,scipy,21,3.871169e-02,3.766305e+01
900,cupy_fp32,21,5.534470e-04,2.634399e+03
900,cupy_fp64,21,1.645795e-02,8.858943e+01
900,c,21,2.230738e+00,6.535954e-01
900,python,22,4.694400e+01,3.105828e-02
900,numpy,22,7.723834e-03,1.887664e+02
900,scipy,22,6.074621e-02,2.400150e+01
900,cupy_fp32,22,5.525450e-04,2.638699e+03
900,cupy_fp64,22,1.646872e-02,8.853145e+01
900,c,22,2.135408e+00,6.827735e-01
900,python,23,4.825192e+01,3.021641e-02
900,numpy,23,8.020132e-03,1.817925e+02
900,scipy,23,6.200070e-02,2.351586e+01
900,cupy_fp32,23,5.631910e-04,2.588820e+03
900,cupy_fp64,23,1.645861e-02,8.858587e+01
900,c,23,1.993332e+00,7.314385e-01
900,python,24,4.726890e+01,3.084480e-02
900,numpy,24,9.018255e-03,1.616721e+02
900,scipy,24,3.843482e-02,3.793436e+01
900,cupy_fp32,24,5.567750e-04,2.618652e+03
900,cupy_fp64,24,1.647310e-02,8.850796e+01
900,c,24,2.126875e+00,6.855129e-01
900,python,25,4.710016e+01,3.095531e-02
900,numpy,25,7.771321e-03,1.876129e+02
900,scipy,25,6.858470e-02,2.125838e+01
900,cupy_fp32,25,5.577120e-04,2.614253e+03
900,cupy_fp64,25,1.646334e-02,8.856043e+01
900,c,25,2.033992e+00,7.168169e-01
900,python,26,4.815645e+01,3.027632e-02
900,numpy,26,7.812447e-03,1.866253e+02
900,scipy,26,4.090612e-02,3.564259e+01
900,cupy_fp32,26,5.603060e-04,2.602150e+03
900,cupy_fp64,26,1.646991e-02,8.852506e+01
900,c,26,1.983546e+00,7.350473e-01
900,python,27,4.775859e+01,3.052854e-02
900,numpy,27,1.437537e-02,1.014234e+02
900,scipy,27,5.464542e-02,2.668110e+01
900,cupy_fp32,27,5.558410e-04,2.623052e+03
900,cupy_fp64,27,1.648012e-02,8.847022e+01
900,c,27,1.965765e+00,7.416960e-01
900,python,28,4.720486e+01,3.088665e-02
900,numpy,28,8.143186e-03,1.790454e+02
900,scipy,28,7.837608e-02,1.860261e+01
900,cupy_fp32,28,5.660700e-04,2.575653e+03
900,cupy_fp64,28,1.652317e-02,8.823974e+01
900,c,28,1.995042e+00,7.308116e-01
900,python,29,4.798767e+01,3.038280e-02
900,numpy,29,7.760997e-03,1.878625e+02
900,scipy,29,3.208771e-02,4.543795e+01
900,cupy_fp32,29,5.597150e-04,2.604897e+03
900,cupy_fp64,29,1.648018e-02,8.846989e+01
900,c,29,2.026263e+00,7.195514e-01
1000,python,0,6.804993e+01,2.939018e-02
1000,numpy,0,1.047874e-02,1.908627e+02
1000,scipy,0,6.007722e-02,3.329049e+01
1000,cupy_fp32,0,6.281030e-04,3.184191e+03
1000,cupy_fp64,0,2.155123e-02,9.280211e+01
1000,c,0,2.694374e+00,7.422876e-01
1000,python,1,6.871326e+01,2.910646e-02
1000,numpy,1,1.047281e-02,1.909708e+02
1000,scipy,1,3.860311e-02,5.180930e+01
1000,cupy_fp32,1,6.270240e-04,3.189671e+03
1000,cupy_fp64,1,2.144477e-02,9.326284e+01
1000,c,1,2.719034e+00,7.355553e-01
1000,python,2,6.681325e+01,2.993418e-02
1000,numpy,2,9.960198e-03,2.007992e+02
1000,scipy,2,4.140565e-02,4.830259e+01
1000,cupy_fp32,2,6.353640e-04,3.147802e+03
1000,cupy_fp64,2,2.499970e-02,8.000097e+01
1000,c,2,2.709573e+00,7.381236e-01
1000,python,3,6.770094e+01,2.954169e-02
1000,numpy,3,1.108630e-02,1.804028e+02
1000,scipy,3,5.515708e-02,3.626008e+01
1000,cupy_fp32,3,6.305610e-04,3.171779e+03
1000,cupy_fp64,3,2.143819e-02,9.329148e+01
1000,c,3,2.657417e+00,7.526106e-01
1000,python,4,6.844871e+01,2.921896e-02
1000,numpy,4,1.053194e-02,1.898986e+02
1000,scipy,4,5.538766e-02,3.610912e+01
1000,cupy_fp32,4,6.432210e-04,3.109351e+03
1000,cupy_fp64,4,2.143857e-02,9.328981e+01
1000,c,4,2.681985e+00,7.457163e-01
1000,python,5,6.839755e+01,2.924081e-02
1000,numpy,5,1.144740e-02,1.747122e+02
1000,scipy,5,4.401280e-02,4.544133e+01
1000,cupy_fp32,5,6.311190e-04,3.168974e+03
1000,cupy_fp64,5,2.144672e-02,9.325436e+01
1000,c,5,2.687263e+00,7.442516e-01
1000,python,6,6.634543e+01,3.014525e-02
1000,numpy,6,1.129254e-02,1.771080e+02
1000,scipy,6,4.698766e-02,4.256437e+01
1000,cupy_fp32,6,6.289080e-04,3.180115e+03
1000,cupy_fp64,6,2.347704e-02,8.518962e+01
1000,c,6,2.692276e+00,7.428659e-01
1000,python,7,6.749039e+01,2.963385e-02
1000,numpy,7,1.129756e-02,1.770294e+02
1000,scipy,7,4.545827e-02,4.399639e+01
1000,cupy_fp32,7,6.309560e-04,3.169793e+03
1000,cupy_fp64,7,2.145266e-02,9.322855e+01
1000,c,7,2.695265e+00,7.420420e-01
1000,python,8,6.842710e+01,2.922818e-02
1000,numpy,8,1.112276e-02,1.798114e+02
1000,scipy,8,4.917288e-02,4.067282e+01
1000,cupy_fp32,8,6.407470e-04,3.121357e+03
1000,cupy_fp64,8,2.146120e-02,9.319143e+01
1000,c,8,2.690683e+00,7.433058e-01
1000,python,9,6.626304e+01,3.018274e-02
1000,numpy,9,1.011267e-02,1.977717e+02
1000,scipy,9,5.118393e-02,3.907476e+01
1000,cupy_fp32,9,6.305420e-04,3.171874e+03
1000,cupy_fp64,9,2.146832e-02,9.316051e+01
1000,c,9,2.734483e+00,7.313997e-01
1000,python,10,6.718834e+01,2.976707e-02
1000,numpy,10,1.015189e-02,1.970076e+02
1000,scipy,10,3.907419e-02,5.118468e+01
1000,cupy_fp32,10,6.305050e-04,3.172060e+03
1000,cupy_fp64,10,2.142810e-02,9.333537e+01
1000,c,10,2.708715e+00,7.383576e-01
1000,python,11,6.604041e+01,3.028449e-02
1000,numpy,11,1.131412e-02,1.767703e+02
1000,scipy,11,5.031691e-02,3.974807e+01
1000,cupy_fp32,11,6.263640e-04,3.193032e+03
1000,cupy_fp64,11,2.143433e-02,9.330828e+01
1000,c,11,2.726425e+00,7.335614e-01
1000,python,12,6.670254e+01,2.998387e-02
1000,numpy,12,1.140851e-02,1.753077e+02
1000,scipy,12,5.436621e-02,3.678755e+01
1000,cupy_fp32,12,6.276490e-04,3.186494e+03
1000,cupy_fp64,12,2.143510e-02,9.330490e+01
1000,c,12,2.695574e+00,7.419571e-01
1000,python,13,6.627060e+01,3.017930e-02
1000,numpy,13,9.900555e-03,2.020089e+02
1000,scipy,13,3.474455e-02,5.756299e+01
1000,cupy_fp32,13,6.284390e-04,3.182489e+03
1000,cupy_fp64,13,2.145886e-02,9.320159e+01
1000,c,13,2.699477e+00,7.408842e-01
1000,python,14,6.605617e+01,3.027726e-02
1000,numpy,14,1.117424e-02,1.789830e+02
1000,scipy,14,5.399473e-02,3.704065e+01
1000,cupy_fp32,14,6.353830e-04,3.147708e+03
1000,cupy_fp64,14,2.143335e-02,9.331251e+01
1000,c,14,2.912411e+00,6.867162e-01
1000,python,15,6.698968e+01,2.985535e-02
1000,numpy,15,1.071791e-02,1.866035e+02
1000,scipy,15,4.474129e-02,4.470143e+01
1000,cupy_fp32,15,6.345370e-04,3.151904e+03
1000,cupy_fp64,15,2.145345e-02,9.322511e+01
1000,c,15,2.705804e+00,7.391519e-01
1000,python,16,6.501508e+01,3.076210e-02
1000,numpy,16,1.112048e-02,1.798484e+02
1000,scipy,16,4.478851e-02,4.465431e+01
1000,cupy_fp32,16,6.362980e-04,3.143181e+03
